Order_ID,Customer_Name,Email,Product_ID,Product_Category,Quantity,Unit_Price,Shipping_Cost,Payment_Method,Delivery_Status,Order_Date
ORD-1917,Ankit#,test@yahoo.com,,Fashion,,154.25,,,Delivered,05-02-2023
ORD-1814,,,P-100@,Home & Kitchen,10,474.23,,Net banking,,10-09-2023
ORD-2073,Priya,wrong@email@.com,,,2,342.34,,Paypal,,06/16/2023
ORD-1392,Amit$,,P-100@,Electronics,10,323.48,,,,03-05-2023
ORD-1474,S@nja y,wrong@email@.com,P 400,Electronics,2,280.71,,Cash on Delivery,,02-09-2023
ORD-1481,Rahul@,,P_300,Electronics,10,153.8,,,Pending,18-09-2023
ORD-1566,S@nja y,wrong@email@.com,P#200,,,129.44,,Net banking,Pending,03-11-2023
ORD-1003,Ankit#,test@yahoo.com,,Home & Kitchen,10,149.22,,Paypal,,04-07-2023
ORD-1650,Priya,user@gmail.com,P_300,Fashion,2,133.9,,Cash on Delivery,Pending,12/29/2023
ORD-1429,Neha!!,user@gmail.com,,Fashion,2,400.81,,Cash on Delivery,Delivered,03/14/2023
ORD-1929,Ankit#,test@yahoo.com,P_300,Home & Kitchen,,207.56,,Paypal,Cancelled,14-06-2023
ORD-1224,Ankit#,wrong@email@.com,P 400,Home & Kitchen,2,76.03,,,,09-01-2023
 ORD-1480 ,,,P 400,,5,486.1,,Cash on Delivery,,10-08-2023
ORD-1333,Amit$,,P-100@,Fashion,2,447.7,,,Pending,21-11-2023
ORD-1285,Rahul@,wrong@email@.com,,Fashion,1,467.49,,Net banking,Pending,04/26/2023
ORD-1051,Rohit,user@gmail.com,P_300,,10,497.71,,,Delivered,04-02-2023
ORD-1224,Amit$,wrong@email@.com,P_300,Fashion,,128.25,,Cash on Delivery,Pending,27-08-2023
ORD-1228,Ankit#,wrong@email@.com,P-100@,Fashion,5,228.31,,,,02-02-2023
ORD-1335,Priya,demo@outlook.com,,Home & Kitchen,2,391.21,,Cash on Delivery,,29-08-2023
ORD-1639,Priya,demo@outlook.com,,Home & Kitchen,10,363.21,,Paypal,Cancelled,12-08-2023
ORD-1497,,wrong@email@.com,P 400,,10,119.25,,Net banking,Pending,03/14/2023
ORD-2199,S@nja y,test@yahoo.com,P#200,,1,417.12,,Credit Card,,09/20/2023
ORD-2192,Amit$,test@yahoo.com,P_300,Electronics,,151,,Cash on Delivery,Cancelled,05/31/2023
ORD-1779,Ankit#,wrong@email@.com,,,1,150.72,,,Pending,07/20/2023
ORD-1754,Rohit,demo@outlook.com,P 400,Home & Kitchen,1,291.64,,Cash on Delivery,Delivered,13-02-2023
ORD-1922,Rahul@,wrong@email@.com,P_300,,,316.82,,Cash on Delivery,Delivered,08-01-2023
ORD-1958,Rahul@,wrong@email@.com,,Electronics,1,311.04,,Cash on Delivery,Cancelled,12-10-2023
ORD-1748,Amit$,user@gmail.com,,Electronics,1,91.17,,Cash on Delivery,Delivered,08/21/2023
ORD-1153,,demo@outlook.com,P-100@,Electronics,10,444.86,,,Delivered,02/24/2023
ORD-1752,Rahul@,,P_300,Home & Kitchen,1,169.52,,Credit Card,Pending,23-02-2023
ORD-1709,Priya,,,,10,108.28,,Net banking,Delivered,09/13/2023
ORD-1797,S@nja y,user@gmail.com,P_300,Electronics,,449.94,,,Cancelled,01-01-2023
 ORD-1980 ,Rohit,demo@outlook.com,P-100@,,10,480.04,,,,15-02-2023
ORD-1644,,user@gmail.com,P_300,,2,437.96,,Paypal,Delivered,06/16/2023
ORD-1545,Amit$,test@yahoo.com,P-100@,Electronics,1,414.28,,Cash on Delivery,Delivered,01-01-2024
ORD-1543,Rahul@,test@yahoo.com,P 400,Fashion,2,344.86,,Net banking,Delivered,09-10-2023
ORD-1349,Priya,,P_300,Home & Kitchen,1,297.89,,Cash on Delivery,Pending,06-07-2023
ORD-1551,Rahul@,wrong@email@.com,P_300,Home & Kitchen,,89.14,,Cash on Delivery,Cancelled,01-09-2023
ORD-1014,S@nja y,demo@outlook.com,,Electronics,1,233.8,,Credit Card,Pending,02-05-2023
ORD-2043,Priya,,P#200,Fashion,2,217.71,,Net banking,Pending,13-11-2023
ORD-1301,,test@yahoo.com,,Electronics,5,166.89,,Cash on Delivery,Pending,29-07-2023
ORD-2083,S@nja y,test@yahoo.com,P#200,Fashion,1,375.54,,Paypal,Cancelled,03/20/2023
ORD-1738,,test@yahoo.com,P#200,Home & Kitchen,5,273.14,,Credit Card,Cancelled,26-02-2023
ORD-1121,Rahul@,test@yahoo.com,P_300,,2,86.47,,Cash on Delivery,Pending,07/28/2023
ORD-1610,Ankit#,demo@outlook.com,P-100@,Fashion,,149.08,,Credit Card,Delivered,28-06-2023
ORD-2006,Rahul@,test@yahoo.com,P-100@,Electronics,2,357.47,,Net banking,Pending,03-08-2023
ORD-1786,Ankit#,wrong@email@.com,,,1,84.26,,Paypal,Cancelled,01-10-2023
ORD-1915,Amit$,user@gmail.com,P-100@,,2,433.04,,Cash on Delivery,Pending,04-08-2023
ORD-2025,Amit$,wrong@email@.com,P#200,Home & Kitchen,,272.82,,Net banking,Delivered,11-01-2023
ORD-1350,Priya,demo@outlook.com,,Fashion,,266.26,,Paypal,Delivered,24-05-2023
ORD-1856,S@nja y,user@gmail.com,P#200,,,316.58,,Credit Card,,05-02-2023
ORD-1336,Rohit,wrong@email@.com,P_300,Fashion,1,421.11,,Paypal,Pending,05/31/2023
ORD-1662,,wrong@email@.com,P-100@,Fashion,2,206.51,,,Delivered,10-02-2023
ORD-2097,Rahul@,test@yahoo.com,P#200,Home & Kitchen,2,355.11,,Cash on Delivery,Pending,10-06-2023
ORD-1090,Amit$,wrong@email@.com,,,10,304.58,,Credit Card,,25-03-2023
ORD-1036,Amit$,demo@outlook.com,,,5,170.16,,Paypal,Delivered,09-10-2023
ORD-1506,S@nja y,user@gmail.com,P 400,Fashion,,445.38,,,Pending,08/26/2023
ORD-2156,Neha!!,,,Home & Kitchen,10,408.84,,,Delivered,27-05-2023
ORD-1764,Rahul@,user@gmail.com,,Electronics,2,346.3,,Cash on Delivery,Cancelled,10/21/2023
ORD-2115,Rohit,,P 400,Fashion,2,432.76,,Credit Card,Pending,01-11-2023
ORD-2059,S@nja y,wrong@email@.com,P#200,Fashion,1,440.28,,Credit Card,Delivered,21-02-2023
ORD-2057,,demo@outlook.com,P_300,Fashion,,368.76,,Paypal,Cancelled,09/19/2023
ORD-1018,,,P 400,,,426.66,,Credit Card,Cancelled,10-09-2023
ORD-1939,S@nja y,demo@outlook.com,,Electronics,5,363.86,,Paypal,Pending,01-03-2023
ORD-1211,Amit$,user@gmail.com,P 400,Electronics,10,356.06,,Cash on Delivery,Cancelled,12/27/2023
ORD-1409,S@nja y,wrong@email@.com,P_300,Fashion,5,328.38,,,Pending,03/28/2023
ORD-1013,Ankit#,demo@outlook.com,P-100@,Fashion,,388.72,,Paypal,,18-12-2023
ORD-1996,,demo@outlook.com,P#200,Fashion,,121.37,,Net banking,Pending,25-02-2023
ORD-1516,Rahul@,wrong@email@.com,P_300,,1,446.39,,Credit Card,Delivered,14-09-2023
ORD-2165,Amit$,wrong@email@.com,P-100@,Electronics,5,442.33,,Credit Card,,02-02-2023
 ORD-1260 ,Rahul@,,,Home & Kitchen,10,63.16,,Credit Card,,08-12-2023
ORD-1947,Rohit,user@gmail.com,P-100@,,1,421.62,,Net banking,Cancelled,03/30/2023
ORD-2187,Neha!!,,P-100@,Home & Kitchen,1,107.99,,Cash on Delivery,Cancelled,05-02-2023
ORD-1159,,demo@outlook.com,P 400,Fashion,2,200.8,,Paypal,Cancelled,18-06-2023
ORD-2019,Neha!!,demo@outlook.com,P_300,Electronics,2,384.58,,Net banking,,08-05-2023
 ORD-1620 ,Rohit,demo@outlook.com,P 400,Home & Kitchen,1,122.34,,Net banking,,27-08-2023
ORD-1782,Ankit#,wrong@email@.com,P_300,Electronics,10,418.09,,,,10-03-2023
ORD-1591,S@nja y,wrong@email@.com,P 400,,1,424.46,,,Pending,22-02-2023
ORD-1418,Priya,wrong@email@.com,P_300,Home & Kitchen,,278.36,,Credit Card,Pending,06-11-2023
ORD-1541,Ankit#,user@gmail.com,P#200,Electronics,1,52.87,,Credit Card,Delivered,23-05-2023
ORD-1065,Rahul@,demo@outlook.com,P 400,,2,179.17,,Net banking,,10-05-2023
ORD-1251,Amit$,wrong@email@.com,,Home & Kitchen,,327.62,,Credit Card,Pending,11/15/2023
ORD-1329,Ankit#,test@yahoo.com,,Fashion,10,491.53,,Net banking,Delivered,03/29/2023
ORD-1252,Rahul@,test@yahoo.com,P_300,Electronics,10,334.32,,Cash on Delivery,Delivered,10/30/2023
ORD-1807,Ankit#,user@gmail.com,,Home & Kitchen,5,166.91,,,Cancelled,05-01-2023
ORD-1030,Amit$,demo@outlook.com,P-100@,Home & Kitchen,2,335.3,,,Cancelled,30-09-2023
ORD-2162,Amit$,user@gmail.com,P 400,,,292.99,,Cash on Delivery,Pending,03-06-2023
ORD-1214,Priya,wrong@email@.com,P 400,Fashion,5,400.93,,Paypal,Cancelled,30-05-2023
ORD-1657,Rahul@,user@gmail.com,,Electronics,,98.14,,,Cancelled,07/21/2023
ORD-1902,,,P 400,Fashion,,392.46,,,Delivered,26-12-2023
ORD-1724,Rahul@,test@yahoo.com,P_300,Electronics,,293.57,,Paypal,Cancelled,12-05-2023
ORD-2030,Priya,test@yahoo.com,P_300,Fashion,2,483.35,,Paypal,Pending,01/29/2023
ORD-1803,Amit$,wrong@email@.com,P-100@,Electronics,10,203.84,,Credit Card,Pending,06-03-2023
ORD-1156,Amit$,wrong@email@.com,P_300,Home & Kitchen,10,334.68,,Cash on Delivery,Delivered,08/14/2023
ORD-1634,Amit$,,P-100@,Fashion,5,469.41,,,Delivered,26-11-2023
ORD-1154,S@nja y,,,Home & Kitchen,1,96.13,,Net banking,Delivered,03-11-2023
ORD-1633,Priya,user@gmail.com,P#200,Home & Kitchen,5,471.75,,Credit Card,,08-10-2023
ORD-1329,Neha!!,user@gmail.com,P 400,Home & Kitchen,,359.55,,Cash on Delivery,Delivered,05-03-2023
ORD-1749,Rahul@,demo@outlook.com,P_300,,5,80.53,,,Cancelled,30-11-2023
ORD-1197,Neha!!,test@yahoo.com,P#200,,5,185.43,,Net banking,Cancelled,13-01-2023
ORD-2167,S@nja y,,P 400,Home & Kitchen,1,368.68,,Net banking,Pending,06/16/2023
ORD-1506,Rahul@,demo@outlook.com,P 400,,1,80.31,,,Pending,26-04-2023
ORD-1755,Ankit#,wrong@email@.com,P 400,,5,311.98,,,,02-08-2023
ORD-2110,,demo@outlook.com,P#200,,2,205.65,,Net banking,Pending,13-06-2023
ORD-2147,Neha!!,,,Home & Kitchen,,329.41,,Credit Card,Pending,05-05-2023
ORD-2139,Amit$,test@yahoo.com,,,,70.58,,Cash on Delivery,,13-06-2023
ORD-1125,,,P_300,Fashion,,442.19,,Credit Card,Pending,07/15/2023
ORD-1663,S@nja y,wrong@email@.com,P#200,Fashion,1,488.07,,Paypal,Cancelled,04-05-2023
ORD-2161,Priya,demo@outlook.com,P-100@,,5,486,,Cash on Delivery,,16-01-2023
ORD-1450,,,,,2,387.34,,Credit Card,Delivered,25-08-2023
ORD-1313,Priya,wrong@email@.com,P_300,Electronics,1,108.54,,,Cancelled,07/21/2023
